"","views","favorite","post_info","price","car_name","year","A.C","emission_class","seats_amount","horsepower","color","car_mileage..km","engine_capacity..cc","type_of_drive","doors","fuel","car_type","gearbox"
"161",498,8,"updated 2 weeks ago",400,"Volkswagen Golf 1",1977,"manual A/C","Euro 1",5,48,"red",28386,1100,"front","2/3 doors","petrol","hatchback","manual, 4 speeds"
"162",128,1,"posted 3 days ago",2200,"Fiat Doblo",2005,"no A/C","Euro 4",2,60,"white",28560,1900,"front","2/3 doors","diesel","pickup","manual, 5 speeds"
"163",104,3,"posted a week ago",2700,"Opel Astra H",2007,"automatic A/C","Euro 4",5,101,"gray",29000,1900,"front","4/5 doors","diesel","caravan","manual, 6 speeds"
"164",1830,8,"updated today",12500,"Hyundai i10",2021,"automatic A/C","Euro 6",5,67,"red",29000,NA,"front","4/5 doors","petrol","hatchback","automatic"
"165",69,1,"posted a week ago",1999,"BMW 318",2004,"automatic A/C","Euro 4",5,185,"red",29750,1995,"back","4/5 doors","diesel","caravan","manual, 5 speeds"
"166",259,2,"posted 5 days ago",480,"Zastava Yugo Tempo",1999,"no A/C","Euro 3",5,56,"red",29883,NA,"front","2/3 doors","petrol","limousine","manual, multiple speeds"
"167",190,2,"posted 3 weeks ago",4500,"Audi A6",2006,"automatic A/C","Euro 4",5,224,"gray",30000,3000,"4x4","4/5 doors","diesel","caravan","automatic"
"168",1069,7,"updated 3 days ago",1111,"Audi A6 Allroad",2004,"automatic A/C","",5,179,"black",30000,2500,"4x4","4/5 doors","diesel","caravan","automatic"
"169",182,3,"posted 4 days ago",16000,"Volkswagen Passat B3",1999,"no A/C","Euro 3",5,109,"gray",30000,1998,"back","4/5 doors","diesel","caravan","manual, 5 speeds"
"170",181,5,"posted 5 days ago",450,"Alfa Romeo 147",2001,"manual A/C","Euro 3",5,120,"gray",30000,1600,"front","2/3 doors","petrol + gas","coupe","manual, 5 speeds"
"171",376,4,"posted a week ago",1000,"Volkswagen Golf 4",1999,"manual A/C","Euro 4",5,90,"black",30000,1896,"front","2/3 doors","diesel","hatchback","manual, 5 speeds"
"172",219,5,"posted 2 days ago",200,"Zastava Florida",2000,"no A/C","",5,60,"red",30000,1300,"front","4/5 doors","petrol","limousine","manual, 5 speeds"
"173",504,12,"posted 2 weeks ago",250,"Opel Vectra B",2002,"automatic A/C","Euro 3",5,137,"gray",30000,NA,"front","4/5 doors","diesel","limousine","manual, 5 speeds"
"174",623,9,"updated 3 weeks ago",12900,"Toyota Yaris",2017,"automatic A/C","Euro 6",5,73,"gray",30300,1497,"front","4/5 doors","hybrid","hatchback","automatic"
"175",42,0,"posted a week ago",10300,"Fiat Tipo",2018,"manual A/C","Euro 3",5,95,"silver",31000,1389,"front","4/5 doors","petrol","limousine","manual, 6 speeds"
"176",104,1,"posted 2 days ago",600,"Fiat Multipla",2003,"manual A/C","Euro 3",5,80,"blue",31124,1900,"front","4/5 doors","diesel","hatchback","manual, 5 speeds"
"177",76,1,"posted 3 weeks ago",14800,"Renault Captur",2019,"automatic A/C","Euro 6",5,90,"multicolored",31300,NA,"front","4/5 doors","petrol","suv","manual, 5 speeds"
"178",184,2,"posted 3 weeks ago",2700,"Audi A4",2002,"manual A/C","",5,101,"blue",31481,1900,"front","4/5 doors","diesel","limousine","manual, 5 speeds"
"179",175,1,"updated a week ago",3600,"Ford S-MAX",2006,"manual A/C","Euro 3",5,140,"black",31700,2000,"front","4/5 doors","diesel","hatchback","manual, 6 speeds"
"180",1710,6,"updated 5 days ago",36490,"Honda Civic",2023,"automatic A/C","Euro 6",5,184,"red",32000,1993,"front","4/5 doors","hybrid","hatchback","automatic"
"181",17011,43,"updated 2 days ago",12600,"Zastava 750",1974,"no A/C","Euro 1",4,54,"beige",32000,NA,"front","2/3 doors","petrol","limousine","manual, 4 speeds"
"182",81,5,"yesterday",900,"Opel Vectra B",1999,"no A/C","Euro 3",5,101,"red",32815,1600,"front","4/5 doors","petrol + gas","limousine","manual, 5 speeds"
"183",108,0,"posted a week ago",3850,"Volkswagen Passat B6",2007,"automatic A/C","Euro 4",5,140,"gray",33000,1998,"4x4","4/5 doors","diesel","caravan","manual, 6 speeds"
"184",61,1,"yesterday",2100,"Zastava Florida",2008,"no A/C","",5,95,"gray",33000,1600,"front","4/5 doors","petrol","limousine","manual, 5 speeds"
"185",158,0,"updated a week ago",5300,"Citroen C5",2008,"automatic A/C","Euro 4",5,136,"gray",33100,2000,"front","4/5 doors","diesel","caravan","automatic"
"186",280,5,"posted 2 weeks ago",190,"Fiat Multipla",2002,"no A/C","",5,103,"turquoise",33333,1596,"front","4/5 doors","methane","limousine","manual, 5 speeds"
"187",59,0,"posted 4 days ago",3000,"Audi A4",2001,"automatic A/C","Euro 4",5,101,"gray",34400,1900,"front","4/5 doors","diesel","limousine","manual, 5 speeds"
"188",4704,73,"updated a week ago",1700,"Volkswagen Beetle",1974,"no A/C","",5,60,"purple",34627,1300,"back","2/3 doors","petrol","limousine","manual, 4 speeds"
"189",196,0,"posted 6 days ago",500,"Fiat Palio",2002,"manual A/C","Euro 3",5,80,"black",35000,1900,"front","4/5 doors","diesel","caravan","manual, 5 speeds"
"190",505,2,"posted a week ago",150,"Zastava Yugo 55",1990,"no A/C","Euro 2",5,54,"teget",35000,1100,"front","2/3 doors","petrol","hatchback","manual, 5 speeds"
"191",108,5,"posted a week ago",7800,"Hyundai i30",2012,"manual A/C","Euro 5",5,101,"brown",35000,1400,"front","4/5 doors","petrol","hatchback","manual, 6 speeds"
"192",37,1,"posted today",220,"Fiat Punto",1994,"no A/C","",5,54,"blue",35421,1108,"front","2/3 doors","petrol","hatchback","manual, 5 speeds"
"193",60,1,"yesterday",1550,"Peugeot 307",2003,"manual A/C","Euro 3",7,90,"green",35500,1997,"front","4/5 doors","diesel","caravan","manual, 5 speeds"
"194",98,1,"posted 2 days ago",699,"Volkswagen Golf 3",1994,"no A/C","Euro 2",5,60,"red",35523,1400,"front","2/3 doors","petrol","hatchback","manual, 5 speeds"
"195",21,0,"posted today",1400,"Zastava Yugo 55",1990,"no A/C","Euro 2",5,54,"red",35623,1116,"front","2/3 doors","petrol","hatchback","manual, 5 speeds"
"196",227,0,"posted a week ago",250,"Lancia Ypsilon",2002,"no A/C","",5,63,"gray",35626,1200,"front","2/3 doors","petrol","limousine","manual, 5 speeds"
"197",132,2,"updated 6 days ago",8990,"Fiat Panda",2021,"manual A/C","Euro 6",2,69,"white",36000,NA,"front","4/5 doors","hybrid","hatchback","manual, 6 speeds"
"198",605,6,"updated yesterday",2400,"Audi A3",2001,"no A/C","",5,124,"gray",36000,1800,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"199",68,0,"yesterday",1100,"Zastava Florida In",2006,"manual A/C","Euro 2",5,95,"bordeaux",36000,1587,"4x4","4/5 doors","petrol","limousine","manual, 5 speeds"
"200",60,1,"posted 4 weeks ago",120,"Mini Cooper",2003,"no A/C","",4,116,"red",36325,1600,"front","2/3 doors","petrol","coupe","manual, 5 speeds"
"201",38,1,"posted 3 days ago",5650,"Opel Insignia",2011,"automatic A/C","Euro 5",5,160,"white",37000,1999,"front","4/5 doors","diesel","caravan","manual, 6 speeds"
"202",173,5,"posted 3 weeks ago",16950,"Skoda Octavia",2020,"automatic A/C","Euro 6",5,158,"brown",37000,1598,"front","4/5 doors","diesel","limousine","manual, 5 speeds"
"203",22,0,"posted 4 days ago",37000,"Land Rover Range Rover",2018,"automatic A/C","Euro 6",7,241,"black",37000,2000,"4x4","4/5 doors","diesel","suv","automatic"
"204",118,2,"updated 6 days ago",8750,"Fiat Grande Punto",2016,"manual A/C","Euro 6",5,77,"white",37600,1368,"front","4/5 doors","methane","hatchback","manual, 5 speeds"
"205",1112,28,"updated 5 days ago",1500,"Zastava Yugo 55",1999,"no A/C","",2,63,"white",37680,1100,"front","2/3 doors","petrol","hatchback","manual, 5 speeds"
"206",73,0,"updated 5 days ago",10999,"Fiat 500",2017,"automatic A/C","Euro 6",4,105,"blue",38000,NA,"front","2/3 doors","petrol","hatchback","manual, 6 speeds"
"207",712,8,"updated 3 days ago",16999,"Mercedes B 180",2018,"automatic A/C","Euro 6",5,109,"gray",38000,1461,"front","4/5 doors","diesel","minivan (MPV)","manual, 6 speeds"
"208",200,1,"posted 2 weeks ago",160,"Lada 1500",2003,"no A/C","Euro 1",5,75,"white",39000,1500,"back","4/5 doors","petrol","caravan","manual, 5 speeds"
"209",140,2,"posted a week ago",800,"Zastava 101",1983,"no A/C","Euro 1",5,55,"red",39000,NA,"front","4/5 doors","petrol","limousine","manual, 4 speeds"
"210",256,5,"posted a week ago",2300,"BMW 320",2003,"automatic A/C","Euro 4",5,150,"gray",39000,2000,"back","4/5 doors","diesel","limousine","manual, 5 speeds"
"211",26,0,"posted today",10300,"Fiat Tipo",2018,"manual A/C","Euro 6",5,120,"red",39000,1400,"front","4/5 doors","petrol","limousine","manual, 6 speeds"
"212",81,1,"posted 5 days ago",21999,"Kia Sportage",2019,"automatic A/C","Euro 6",5,136,"gray",39000,1598,"front","4/5 doors","diesel","suv","automatic"
"213",82,1,"posted 3 weeks ago",11350,"Smart Forfour",2019,"automatic A/C","Euro 6",4,82,"red",39454,NA,"back","4/5 doors","electric","hatchback","automatic"
"214",66,0,"posted 5 days ago",1899,"Opel Omega",2003,"automatic A/C","Euro 3",5,110,"gray",40000,2200,"front","4/5 doors","diesel","limousine","manual, 5 speeds"
"215",65,0,"posted a week ago",42500,"Mercedes CLA 200",2022,"automatic A/C","Euro 6",5,150,"white",40500,1995,"front","4/5 doors","diesel","coupe","automatic"
"216",140,4,"posted a week ago",1300,"Renault R12",1975,"no A/C","Euro 1",5,54,"white",41100,1300,"front","4/5 doors","petrol","limousine","manual, 4 speeds"
"217",64,0,"posted a week ago",28900,"Audi Q2",2023,"automatic A/C","Euro 6",5,105,"gray",41500,1600,"front","4/5 doors","diesel","suv","automatic"
"218",42,0,"posted 2 weeks ago",38800,"Ford Ranger",2021,"manual A/C","Euro 6",5,170,"white",41621,1996,"4x4","4/5 doors","diesel","pickup","manual, 6 speeds"
"219",182,1,"updated yesterday",49999,"Mercedes E 220",2022,"automatic A/C","Euro 6",5,200,"white",42000,1993,"front","4/5 doors","hybrid","limousine","automatic"
"220",61,2,"posted 3 weeks ago",4500,"Renault Megane",2004,"no A/C","",4,136,"black",42500,2000,"front","2/3 doors","petrol","cabriolet","automatic"
"221",316,2,"updated 3 weeks ago",10200,"Dacia Stepway",2020,"manual A/C","Euro 6",5,90,"blue",42960,NA,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"222",27,0,"posted 2 days ago",42999,"Mercedes E 220",2021,"automatic A/C","",5,194,"white",43000,1951,"back","4/5 doors","diesel","limousine","automatic"
"223",215,2,"updated 3 days ago",12000,"Volkswagen Golf 7",2014,"automatic A/C","Euro 6",5,116,"gray",43500,NA,"front","4/5 doors","electric","hatchback","automatic"
"224",91,2,"posted a week ago",1300,"Ford Fiesta",1999,"manual A/C","Euro 2",5,75,"gray",43687,1242,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"225",96,1,"posted a week ago",1800,"Zastava Koral",2002,"no A/C","",5,75,"red",44577,1116,"front","2/3 doors","petrol + gas","hatchback","manual, 5 speeds"
"226",104,0,"posted 3 weeks ago",4500,"Peugeot 207",2009,"automatic A/C","Euro 4",4,150,"gray",45000,1600,"front","2/3 doors","petrol","cabriolet","manual, 5 speeds"
"227",287,1,"updated 6 days ago",7900,"Fiat Doblo",2018,"no A/C","Euro 6",2,95,"white",45900,1368,"front","4/5 doors","petrol","pickup","manual, 5 speeds"
"228",40,2,"posted 2 days ago",10500,"Volkswagen Golf 7",2015,"automatic A/C","Euro 5",5,95,"black",46000,1200,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"229",223,1,"updated 5 days ago",10300,"Hyundai i30",2017,"automatic A/C","Euro 6",5,90,"gray",46000,1400,"front","4/5 doors","petrol","hatchback","manual, 6 speeds"
"230",126,3,"posted 2 days ago",2800,"Mercedes 300",1978,"no A/C","",5,76,"white",46000,3000,"back","4/5 doors","diesel","limousine","manual, 4 speeds"
"231",25,0,"yesterday",20500,"Mazda CX-30",2020,"automatic A/C","Euro 6",5,122,"gray",46000,1998,"front","4/5 doors","petrol","suv","manual, 6 speeds"
"232",131,0,"posted a week ago",3000,"Zastava Yugo 55",2000,"no A/C","Euro 1",5,55,"red",47000,1100,"front","2/3 doors","petrol","hatchback","manual, 5 speeds"
"233",48,3,"posted 2 days ago",5500,"Opel Kadett",1986,"no A/C","Euro 1",5,75,"bordeaux",47000,1297,"front","4/5 doors","petrol","limousine","manual, 5 speeds"
"234",278,2,"updated 3 days ago",600,"Zastava Yugo 45",1990,"no A/C","Euro 2",5,54,"bordeaux",47000,NA,"front","2/3 doors","petrol","limousine","manual, 4 speeds"
"235",1501,5,"updated 3 weeks ago",49900,"Audi A6",2020,"automatic A/C","Euro 6",5,204,"gray",47000,1968,"4x4","4/5 doors","diesel","limousine","automatic"
"236",353,6,"posted 2 weeks ago",750,"Zastava Koral In",2007,"no A/C","Euro 3",5,52,"red",47233,1154,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"237",36,0,"posted a week ago",2500,"Volkswagen Passat B5.5",2001,"no A/C","",5,130,"blue",47555,1900,"front","4/5 doors","diesel","caravan","manual, 6 speeds"
"238",3993,41,"updated 6 days ago",250,"Zastava Yugo 55",2002,"no A/C","Euro 1",5,54,"red",47640,1100,"front","2/3 doors","petrol + gas","hatchback","manual, 5 speeds"
"239",1627,13,"updated a week ago",5650,"Toyota Aygo",2012,"manual A/C","",5,68,"orange",47700,NA,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"240",113,0,"posted 4 days ago",1900,"Audi A4",2001,"automatic A/C","Euro 3",5,131,"gray",48000,1900,"front","4/5 doors","diesel","limousine","manual, 5 speeds"
"241",913,8,"updated 6 days ago",6990,"Renault Kangoo",2013,"manual A/C","Euro 6",2,60,"blue",48000,NA,"front","4/5 doors","electric","pickup","automatic"
"242",163,1,"updated a week ago",30000,"Ford Edge",2018,"automatic A/C","Euro 6",5,241,"gray",48500,1980,"4x4","4/5 doors","diesel","suv","automatic"
"243",1005,10,"updated a week ago",23500,"Jeep Compass",2019,"automatic A/C","Euro 6",5,140,"white",48500,2000,"4x4","4/5 doors","diesel","suv","automatic"
"244",863,7,"updated 2 weeks ago",6500,"Mercedes 230",1991,"no A/C","Euro 2",5,132,"black",48765,2298,"back","4/5 doors","petrol","limousine","manual, 5 speeds"
"245",129,0,"posted 3 weeks ago",9300,"Fiat Tipo",2017,"no A/C","",5,94,"gray",49000,1400,"front","4/5 doors","petrol","hatchback","manual, 6 speeds"
"246",274,6,"updated 3 days ago",700,"Zastava Yugo 45",1988,"no A/C","",5,45,"red",49076,NA,"front","2/3 doors","petrol","hatchback","manual, 4 speeds"
"247",80,0,"posted 2 weeks ago",9900,"Opel Astra J",2018,"manual A/C","Euro 5",5,116,"silver",49500,1600,"front","4/5 doors","petrol","limousine","manual, 6 speeds"
"248",221,3,"updated 2 weeks ago",3400,"Citroen C4",2008,"manual A/C","Euro 4",5,88,"gray",49700,1360,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"249",34,1,"posted 3 days ago",36500,"Toyota RAV4",2019,"automatic A/C","Euro 6",5,222,"white",49800,2500,"4x4","4/5 doors","hybrid","suv","automatic"
"250",124,3,"posted 5 days ago",1350,"Ford Street Ka",2004,"manual A/C","Euro 4",5,95,"teget",50000,1600,"front","2/3 doors","petrol","cabriolet","manual, 5 speeds"
"251",154,0,"posted 5 days ago",500,"Ford Street Ka",2004,"manual A/C","Euro 3",5,95,"gray",50000,1600,"front","2/3 doors","petrol","cabriolet","manual, 5 speeds"
"252",175,2,"posted 3 weeks ago",10500,"Fiat Tipo",2020,"manual A/C","",5,95,"brown",50000,NA,"front","4/5 doors","petrol","caravan","manual, 5 speeds"
"253",676,8,"posted a week ago",300,"Zastava Yugo 55",2004,"no A/C","",5,55,"red",50000,1100,"front","2/3 doors","petrol + gas","hatchback","manual, 5 speeds"
"254",470,0,"updated 3 weeks ago",11999,"Audi 80",1982,"no A/C","Euro 1",5,75,"green",50000,1982,"front","4/5 doors","petrol","limousine","manual, 5 speeds"
"255",62,0,"posted 5 days ago",5500,"Zastava 750",1974,"no A/C","",4,54,"white",50000,NA,"back","2/3 doors","petrol","limousine","manual, 4 speeds"
"256",319,2,"updated 2 weeks ago",11500,"Opel Astra J",2020,"automatic A/C","Euro 6",5,140,"red",51000,1364,"front","4/5 doors","petrol","limousine","manual, 6 speeds"
"257",409,4,"updated 3 weeks ago",18300,"Peugeot 2008",2020,"automatic A/C","Euro 6",5,102,"orange",51239,1199,"front","4/5 doors","petrol","suv","manual, 6 speeds"
"258",22,0,"posted today",9990,"Suzuki Ignis",2018,"manual A/C","Euro 6",5,90,"white",52000,1200,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"259",1181,9,"updated 3 days ago",9000,"Renault Clio",2018,"automatic A/C","Euro 6",5,75,"gray",52000,1149,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"260",98,0,"posted 3 weeks ago",9000,"Dacia Stepway",2016,"manual A/C","Euro 6",5,90,"black",52000,NA,"front","4/5 doors","petrol","suv","manual, 5 speeds"
"261",76,0,"updated yesterday",6300,"Suzuki SX4",2009,"manual A/C","Euro 4",5,99,"black",53000,1490,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"262",101,1,"posted 3 weeks ago",9900,"Opel Corsa E",2019,"manual A/C","Euro 6",5,101,"gray",53000,1400,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"263",1475,34,"updated 2 weeks ago",1000,"Zastava 101",1981,"no A/C","",4,55,"purple",53000,NA,"front","4/5 doors","petrol","limousine","manual, 4 speeds"
"264",693,12,"updated 4 weeks ago",7990,"Honda CR-V",2006,"manual A/C","Euro 4",5,150,"gray",53000,2000,"4x4","4/5 doors","petrol","suv","manual, 5 speeds"
"265",259,3,"updated 3 weeks ago",16000,"Suzuki SX S-Cross",2019,"automatic A/C","Euro 6",5,140,"red",53000,1373,"front","4/5 doors","petrol","suv","manual, 6 speeds"
"266",64,0,"posted 3 weeks ago",17000,"Nissan Qashqai",2014,"manual A/C","Euro 6",5,116,"red",53000,1200,"front","4/5 doors","petrol","suv","manual, 6 speeds"
"267",96,2,"posted 4 weeks ago",20250,"Renault Kadjar",2022,"automatic A/C","Euro 6",5,115,"black",53000,1500,"front","4/5 doors","diesel","suv","automatic"
"268",234,3,"updated a week ago",16900,"Skoda Kamiq",2022,"manual A/C","Euro 5",5,110,"gray",53000,NA,"4x4","4/5 doors","petrol","suv","automatic"
"269",164,1,"posted 2 weeks ago",20000,"Mercedes E 200",1998,"automatic A/C","Euro 3",5,190,"silver",53300,2000,"back","4/5 doors","petrol","limousine","manual, 6 speeds"
"270",0,0,"posted today",12500,"Volkswagen Polo",2019,"manual A/C","Euro 5",5,95,"red",54000,NA,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"271",142,4,"posted 3 weeks ago",700,"Ford Fiesta",1992,"no A/C","Euro 3",5,60,"black",54000,1300,"front","4/5 doors","petrol + gas","hatchback","manual, 5 speeds"
"272",240,2,"posted a week ago",6000,"Zastava 101",1980,"no A/C","Euro 1",5,54,"white",54712,NA,"front","4/5 doors","petrol","limousine","manual, 5 speeds"
"273",63,1,"posted 3 days ago",13300,"Dacia Duster",2021,"automatic A/C","Euro 6",5,90,"gray",55000,1000,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"274",45,2,"posted 2 days ago",9999,"Citroen C3",2019,"automatic A/C","Euro 6",5,82,"blue",55000,1200,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"275",474,7,"posted a week ago",650,"Zastava Koral In",2008,"no A/C","",5,55,"red",55000,1100,"front","2/3 doors","petrol","hatchback","manual, 5 speeds"
"276",198,2,"posted a week ago",650,"Zastava Yugo 45",1992,"no A/C","Euro 2",5,45,"blue",55000,NA,"front","2/3 doors","petrol","hatchback","manual, 4 speeds"
"277",40,0,"posted a week ago",11900,"Nissan Pulsar",2017,"automatic A/C","Euro 6",5,110,"white",55300,1461,"front","4/5 doors","diesel","hatchback","manual, 6 speeds"
"278",51,1,"posted 3 days ago",750,"Zastava Yugo 55",2001,"no A/C","Euro 1",3,75,"red",55575,1100,"front","2/3 doors","petrol","hatchback","manual, 5 speeds"
"279",733,17,"updated a week ago",1200,"Volkswagen Golf 1",1981,"no A/C","Euro 1",5,60,"bordeaux",56000,1300,"front","2/3 doors","petrol","hatchback","manual, 4 speeds"
"280",24,0,"yesterday",2200,"Ford Fiesta",2000,"manual A/C","",5,50,"green",56000,1299,"front","4/5 doors","petrol","hatchback","manual, 5 speeds"
"281",130,1,"updated a week ago",14900,"Ford Focus",2019,"automatic A/C","",5,125,"blue",56000,NA,"front","4/5 doors","petrol","limousine","manual, 6 speeds"
"282",433,2,"updated 3 weeks ago",24300,"Mazda CX-5",2019,"automatic A/C","Euro 6",5,165,"teget",56577,1998,"front","4/5 doors","petrol","suv","automatic"
